machine_id,failure_time,region,route,speed,load,failure_type,car_type,route_ratio
1,37.0,2.0,0.0,103.4627148355357,0.6338196056330078,Tires,Trucks,10.904761904761903
1,46.0,2.0,0.0,98.35240874776298,0.5555695311574371,Tires,Trucks,10.904761904761903
1,67.0,2.0,0.0,102.76701366643282,0.5191414920948785,Tires,Trucks,10.904761904761903
1,94.0,2.0,0.0,102.56124771167492,0.6426963877929481,Tires,Trucks,10.904761904761903
1,98.0,2.0,0.0,109.63220106748132,0.636569427553275,Brakes,Trucks,10.904761904761903
1,120.0,2.0,0.0,89.29289514996728,0.6756439431101944,Brakes,Trucks,10.904761904761903
1,144.0,2.0,0.0,107.33253930807304,0.5953221802883201,Tires,Trucks,10.904761904761903
1,175.0,2.0,0.0,100.28873543782156,0.4955537029482808,Brakes,Trucks,10.904761904761903
1,195.0,2.0,1.0,24.088984984120653,0.5846508112059656,Tires,Trucks,10.904761904761903
1,246.0,2.0,0.0,103.03395501506992,0.6654863185602289,Brakes,Trucks,10.904761904761903
1,258.0,2.0,0.0,101.2294025690845,0.3938233694897388,Tires,Trucks,10.904761904761903
1,272.0,2.0,0.0,98.96388366949832,0.6002255746317576,Tires,Trucks,10.904761904761903
1,299.0,2.0,0.0,103.88947149719333,0.6606124495065988,Tires,Trucks,10.904761904761903
1,321.0,2.0,0.0,93.15341884272198,0.4056188116522995,Tires,Trucks,10.904761904761903
1,380.0,2.0,0.0,117.91399536356332,0.7858738428201918,Brakes,Trucks,10.904761904761903
1,394.0,2.0,0.0,99.67281728008074,0.6225281549677952,Tires,Trucks,10.904761904761903
1,401.0,2.0,1.0,32.65330072364242,0.5660697660119504,Tires,Trucks,10.904761904761903
1,417.0,2.0,0.0,105.43783006777916,0.7111822983183099,Tires,Trucks,10.904761904761903
1,463.0,2.0,0.0,101.0424951216939,0.4748801679054394,Tires,Trucks,10.904761904761903
1,512.0,2.0,0.0,92.39864524241668,0.5512786518350798,Tires,Trucks,10.904761904761903
1,515.0,2.0,1.0,25.808042780865,0.7877737990632094,Brakes,Trucks,10.904761904761903
1,560.0,2.0,0.0,99.518810088544,0.7066733131224685,Tires,Trucks,10.904761904761903
1,600.0,2.0,0.0,111.263151648254,0.9420790528865152,Tires,Trucks,10.904761904761903
1,630.0,2.0,0.0,85.35223917251524,0.6403500103762845,Tires,Trucks,10.904761904761903
1,664.0,2.0,0.0,92.94831607021476,0.6953819259801863,Tires,Trucks,10.904761904761903
1,681.0,2.0,0.0,98.75803441798952,0.600054788128638,Brakes,Trucks,10.904761904761903
1,705.0,2.0,0.0,109.85083342648034,0.5124962532679254,Tires,Trucks,10.904761904761903
1,719.0,2.0,0.0,93.77724666320135,0.801864468729971,Brakes,Trucks,10.904761904761903
1,731.0,2.0,0.0,106.02063689484346,0.6283733404703858,Tires,Trucks,10.904761904761903
1,783.0,2.0,0.0,104.32487699912376,0.4720448727826865,Tires,Trucks,10.904761904761903
1,790.0,2.0,0.0,89.31501038759167,0.5985763434410108,Brakes,Trucks,10.904761904761903
1,824.0,2.0,0.0,91.84744086813606,0.6165435105900685,Tires,Trucks,10.904761904761903
1,848.0,2.0,0.0,108.23362071051736,0.6183014604765575,Brakes,Trucks,10.904761904761903
1,861.0,2.0,0.0,83.6235224930534,0.7355707209937943,Tires,Trucks,10.904761904761903
1,894.0,2.0,0.0,90.32622665625068,0.6371668805566438,Tires,Trucks,10.904761904761903
1,912.0,2.0,0.0,102.02900435587824,0.7478966509101687,Tires,Trucks,10.904761904761903
1,959.0,2.0,1.0,30.596618485950685,0.664386505252741,Tires,Trucks,10.904761904761903
1,989.0,2.0,0.0,98.99705200955658,0.5730741594739556,Tires,Trucks,10.904761904761903
2,22.0,1.0,0.0,81.88591542839191,0.5949998816453038,Brakes,Trucks,5.711409395973154
2,37.0,1.0,0.0,94.7549227725581,0.5486279016509912,Tires,Trucks,5.711409395973154
2,40.0,1.0,0.0,107.37686477426402,0.5405150047052152,Brakes,Trucks,5.711409395973154
2,84.0,1.0,1.0,34.90648653862103,0.4228125532112424,Brakes,Trucks,5.711409395973154
2,114.0,1.0,0.0,103.9731786601652,0.7515383142906826,Tires,Trucks,5.711409395973154
2,174.0,1.0,0.0,100.26207475459142,0.450245839907414,Tires,Trucks,5.711409395973154
2,187.0,1.0,0.0,107.45830836064404,0.6364613382187472,Brakes,Trucks,5.711409395973154
2,248.0,1.0,0.0,93.77283618446847,0.6195456347542989,Tires,Trucks,5.711409395973154
2,275.0,1.0,0.0,101.74248724192375,0.643809751688629,Tires,Trucks,5.711409395973154
2,318.0,1.0,1.0,31.21250030930784,0.5307669758036799,Tires,Trucks,5.711409395973154
2,332.0,1.0,0.0,98.9760111701129,0.628789832299738,Brakes,Trucks,5.711409395973154
2,351.0,1.0,1.0,31.294822616367803,0.7327405698210143,Tires,Trucks,5.711409395973154
2,364.0,1.0,0.0,98.43486385623108,0.4516335240372705,Tires,Trucks,5.711409395973154
2,391.0,1.0,0.0,100.08271386619262,0.6089999765064361,Brakes,Trucks,5.711409395973154
2,411.0,1.0,0.0,101.1097115182755,0.6502028422918775,Tires,Trucks,5.711409395973154
2,449.0,1.0,1.0,26.42010757208192,0.4933740065214134,Tires,Trucks,5.711409395973154
2,471.0,1.0,1.0,19.7578992670554,0.5957181024347857,Tires,Trucks,5.711409395973154
2,477.0,1.0,0.0,97.69080925265874,0.4085406479388508,Brakes,Trucks,5.711409395973154
2,519.0,1.0,0.0,92.85483030089108,0.5760473226617525,Tires,Trucks,5.711409395973154
2,583.0,1.0,0.0,102.96946906782608,0.4825509990647815,Tires,Trucks,5.711409395973154
2,615.0,1.0,0.0,97.0644536278561,0.5296737687786113,Brakes,Trucks,5.711409395973154
2,628.0,1.0,0.0,111.2039511653277,0.7336743738054743,Tires,Trucks,5.711409395973154
2,682.0,1.0,0.0,108.45159188362412,0.4970343739465916,Tires,Trucks,5.711409395973154
2,693.0,1.0,0.0,92.69750455955273,0.6731162816442526,Tires,Trucks,5.711409395973154
2,695.0,1.0,0.0,99.25386229467384,0.7217657038221945,Brakes,Trucks,5.711409395973154
2,712.0,1.0,1.0,22.18872073954012,0.6730475085080918,Tires,Trucks,5.711409395973154
2,739.0,1.0,1.0,24.336914407951557,0.5357443549141118,Tires,Trucks,5.711409395973154
